video_path,error_flg_0,error_flg_1,error_flg_2,error_flg_3,error_flg_4
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddcd6a86d51b35fef56e4c__FR__28__nan__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddce5fd703cf29487bac9f__RU__53__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddce5fd703cf29487bac9f__RU__53__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddcecbec8202158bc19b14__RU__40__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddcecbec8202158bc19b14__RU__40__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddcedf48d7c016915f7700__RU__40__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddcedf48d7c016915f7700__RU__40__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddcf1941bdc30a1d6d6856__RU__38__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddcf1941bdc30a1d6d6856__RU__38__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddcf33fe012e53e5e93a99__RU__30__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddcf33fe012e53e5e93a99__RU__30__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddcfc8c63f5356755c2f5b__RU__70__nan__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddcfc8c63f5356755c2f5b__RU__70__nan__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddcff04f31af5a0c079599__TR__25__MALE__3.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddcff04f31af5a0c079599__TR__25__MALE__4.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd013a6e50c7752b46219__RU__33__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd013a6e50c7752b46219__RU__33__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd022ccfa52398804d58f__RU__34__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd022ccfa52398804d58f__RU__34__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd03f48d7c016915f8277__RU__34__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd03f48d7c016915f8277__RU__34__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd0935d1eb01ceb3ad1e1__RU__22__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd0935d1eb01ceb3ad1e1__RU__22__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd09bbd50ca50e2c6202b__RU__21__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd09bbd50ca50e2c6202b__RU__21__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd149318d7656ffc41207__RU__49__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd149318d7656ffc41207__RU__49__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd199337db401bfa54784__RU__49__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd199337db401bfa54784__RU__49__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd1a1737e7956938fbee6__RU__56__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd1a1737e7956938fbee6__RU__56__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd2203bb88c106691f78f__RU__36__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd2203bb88c106691f78f__RU__36__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd253f8d5c514ec63c518__BY__30__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd253f8d5c514ec63c518__BY__30__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd3a0d420cb6519cf65fc__RU__18__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd3a0d420cb6519cf65fc__RU__18__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd54037bb0b170275d973__RU__36__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd54037bb0b170275d973__RU__36__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd64a2d317a3230909509__RU__27__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd64a2d317a3230909509__RU__27__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd65ed9fcfb51fb1535b7__RU__19__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd65ed9fcfb51fb1535b7__RU__19__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd686a6e50c7752b495b2__RU__36__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd686a6e50c7752b495b2__RU__36__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd7bd318d7656ffc444d4__RU__34__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd7bd318d7656ffc444d4__RU__34__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd8513a5e2d76dbbcf0ce__RU__21__MALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd8513a5e2d76dbbcf0ce__RU__21__MALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd8ba83c05b26da3a6215__KZ__29__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddd8ba83c05b26da3a6215__KZ__29__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddda6cc63f5356755c81d8__RU__28__MALE__3.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddda6cc63f5356755c81d8__RU__28__MALE__4.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dddbb0a8047a51a8115bd2__RU__41__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dddbb0a8047a51a8115bd2__RU__41__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dddc33f3fe413d4fcf2978__RU__34__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dddc33f3fe413d4fcf2978__RU__34__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dddc8bc777a56def3e9c75__RU__24__MALE__3.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dddc8bc777a56def3e9c75__RU__24__MALE__4.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddde31dca46b1c0ef2aecf__RU__22__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddde31dca46b1c0ef2aecf__RU__22__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dddf4a2c38b14146fb7ca5__RU__25__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dddf4a2c38b14146fb7ca5__RU__25__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde008318d7656ffc48127__RU__33__nan__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde008318d7656ffc48127__RU__33__nan__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde00c2997c91431169b49__RU__28__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde00c2997c91431169b49__RU__28__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde0579bd4e43ccd217c97__AM__36__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde0579bd4e43ccd217c97__AM__36__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde08b5720ef269ad5f328__RU__39__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde08b5720ef269ad5f328__RU__39__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde10eec8202158bc22398__RU__26__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde10eec8202158bc22398__RU__26__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde1d5e71a020e4d10263a__RU__23__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde1d5e71a020e4d10263a__RU__23__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde4265a0a42098c119f7e__RU__23__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde4265a0a42098c119f7e__RU__23__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde8a8ae5e2f24f4ce9c52__UA__19__FEMALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde8a8ae5e2f24f4ce9c52__UA__19__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde984ccfa52398805e11d__RU__23__MALE__3.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde984ccfa52398805e11d__RU__23__MALE__4.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde9c8bd50ca50e2c6e33f__RU__22__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61dde9c8bd50ca50e2c6e33f__RU__22__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddea815720ef269ad6589b__UA__32__MALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddea815720ef269ad6589b__UA__32__MALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddeedbb9f7ae24e825cc2d__RU__30__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddeedbb9f7ae24e825cc2d__RU__30__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddeef9337db401bfa63129__RU__21__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddeef9337db401bfa63129__RU__21__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddf4d3ae5e2f24f4cf1933__RU__20__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddf8a6a8bdc74a48eb9302__UZ__22__MALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddf8a6a8bdc74a48eb9302__UZ__22__MALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddf8e25d1eb01ceb3bf606__RU__26__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddf8e25d1eb01ceb3bf606__RU__26__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddfacca14d0d2b3b26fba1__RU__35__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddfacca14d0d2b3b26fba1__RU__35__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddfc376ec5041ff23581d3__RU__22__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddfc376ec5041ff23581d3__RU__22__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddfc92ec8202158bc2cb17__RU__30__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddfc92ec8202158bc2cb17__RU__30__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddff04fe012e53e5ea73fa__RU__24__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61ddff04fe012e53e5ea73fa__RU__24__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de00caf37a126080f80721__UZ__40__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de00caf37a126080f80721__UZ__40__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de018183c05b26da3b7586__RU__33__FEMALE__3.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de018183c05b26da3b7586__RU__33__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de0e023a5e2d76dbbe645e__RU__27__MALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de0e023a5e2d76dbbe645e__RU__27__MALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de0e1438838c72fe1b63cc__RU__22__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de0e1438838c72fe1b63cc__RU__22__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de0ec0df620d1155a06c95__RU__20__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de0ec0df620d1155a06c95__RU__20__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de0efae5bfb641a9a1cd38__UA__19__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de0efae5bfb641a9a1cd38__UA__19__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de160c999f950757a09080__RU__30__FEMALE__3.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de160c999f950757a09080__RU__30__FEMALE__4.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de1825c73d5f4d3fa4ff92__RU__26__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de1825c73d5f4d3fa4ff92__RU__26__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de268ca14d0d2b3b279c22__RU__24__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de268ca14d0d2b3b279c22__RU__24__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de2926d9fcfb51fb1774eb__RU__21__MALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de2926d9fcfb51fb1774eb__RU__21__MALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de36a4dca46b1c0ef401ff__RU__27__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de36a4dca46b1c0ef401ff__RU__27__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de380b56929c7bd98a9538__RU__33__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de380b56929c7bd98a9538__RU__33__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de44e1e71a020e4d11bf8c__RU__44__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de44e1e71a020e4d11bf8c__RU__44__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de4c4ab9f7ae24e82781c8__RU__22__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de4c4ab9f7ae24e82781c8__RU__22__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de4c51a6e50c7752b6feda__RU__35__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de4c51a6e50c7752b6feda__RU__35__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de4ebaae5e2f24f4d0dfb1__RU__30__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de4ebaae5e2f24f4d0dfb1__RU__30__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de4edf6292055ac305e885__RU__36__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de5274da9fb6313c30e296__RU__29__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de5274da9fb6313c30e296__RU__29__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de53cf2d317a323092c69d__RU__39__FEMALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de53cf2d317a323092c69d__RU__39__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de53f79ccd3f5ef8b5e013__RU__21__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de53f79ccd3f5ef8b5e013__RU__21__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de543b6292055ac30602cc__KG__48__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de543b6292055ac30602cc__KG__48__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de590edca46b1c0ef47b76__RU__32__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de590edca46b1c0ef47b76__RU__32__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de5c9e318d7656ffc70fa5__RU__59__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de5c9e318d7656ffc70fa5__RU__59__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de5cca999f950757a18d3a__RU__54__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de5cca999f950757a18d3a__RU__54__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de5cd2e71a020e4d1223c2__RU__32__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de5cd2e71a020e4d1223c2__RU__32__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de5cf9b93d346ad1321e74__KZ__32__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de5cf9b93d346ad1321e74__KZ__32__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de61702d317a3230930224__RU__26__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de61702d317a3230930224__RU__26__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de623fe71a020e4d1253f5__RU__24__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de623fe71a020e4d1253f5__RU__24__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de62e05d09892338b6e0eb__RU__54__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de62e05d09892338b6e0eb__RU__54__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de64842997c9143118708f__RU__31__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de64842997c9143118708f__RU__31__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6502a6e50c7752b7969d__MD__42__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6502a6e50c7752b7969d__MD__42__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6694f3fe413d4fd157b7__RU__35__MALE__2.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6694f3fe413d4fd157b7__RU__35__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de681bd420cb6519d1b31c__RU__39__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de681bd420cb6519d1b31c__RU__39__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de691bd703cf29487eb22e__RU__36__FEMALE__3.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de691bd703cf29487eb22e__RU__36__FEMALE__4.MOV,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de69afc248992044a18057__RU__42__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de69afc248992044a18057__RU__42__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6aac737e7956939216a6__RU__20__FEMALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6aac737e7956939216a6__RU__20__FEMALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6b47337db401bfa879e0__RU__37__MALE__3.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6b47337db401bfa879e0__RU__37__MALE__4.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6c96a6e50c7752b7cb04__RU__19__MALE__3.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6c96a6e50c7752b7cb04__RU__19__MALE__4.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6c96a6e50c7752b7cb04__RU__19__MALE__7.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6c96a6e50c7752b7cb04__RU__19__MALE__8.mp4,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6d659bd4e43ccd24a48e__BY__33__MALE__3.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6d659bd4e43ccd24a48e__BY__33__MALE__4.3gp,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6e3e6b6dd146c0ad9de5__RU__28__MALE__3.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6e3e6b6dd146c0ad9de5__RU__28__MALE__4.mov,0,0,0,0,0
/Volumes/T7/TrainingDataPro/mobile_selfie/0001d815c0--61de6ea92d317a3230934511__RU__22__MALE__3.MOV,0,0,0,0,0
